original_text,label_name
What are the ways for others to transfer me money?,receiving_money
I tried to get cash but it was declined!,declined_cash_withdrawal
My card is about to expire and I need to know how much it costs and how long it takes to get a new one.,card_about_to_expire
What stores will take my credit card as payment?,card_acceptance
"top up google pay, is it possible?",apple_pay_or_google_pay
What ATMs will accept this type of card?,atm_support
There are two of the same charges on my account.,transaction_charged_twice
I tired to deposit some cash into my account but it's not there,balance_not_updated_after_cheque_or_cash_deposit
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,change_pin
I made a transfer a couple hours ago but my balance has not been updated. Why is this? Shouldnt this be instant?,balance_not_updated_after_bank_transfer
Visa or Mastercard?,visa_or_mastercard
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",top_up_failed
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal
I have two of the same charges on my account!,transaction_charged_twice
Why can't I use my virtual card for subscription services?,virtual_card_not_working
"Although I am not located in the UK area, may i still receive a card?",country_support
How do I order a disposable virtual card?,get_disposable_virtual_card
I tried to withdraw money but I was declined!,declined_cash_withdrawal
I no longer have my passcode.,passcode_forgotten
Can you tell me why my top up was reverted?,top_up_reverted
Cancelling a transaction,cancel_transfer
Do I have to use bank approved ATM's,atm_support
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",declined_transfer
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,Refund_not_showing_up
What has to be done to verify my identity?,verify_my_identity
Why is a transaction showing as pending when I recieved cash from an ATM?,pending_cash_withdrawal
My statement has a payment that I do not recall making,card_payment_not_recognised
Will I be charged for adding money by transfer?,top_up_by_bank_transfer_charge
is there something blocking me from making transfers,beneficiary_not_allowed
An extra pound was charged!,extra_charge_on_statement
"I made a card payment, but it has been declined?",declined_card_payment
Which ATMs accept this bill of fare ?,atm_support
How long will my cash withdrawal take,pending_cash_withdrawal
What went wrong with my transfer?,declined_transfer
This company is terrible! Can you delete my account?,terminate_account
Canceling my order is what I need to do right now.,request_refund
I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,card_payment_not_recognised
Hello I changed my mind and want a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,request_refund
In what places can I use my card?,card_acceptance
Are there fees for using an international card to top up?,top_up_by_card_charge
Is there an age minimum?,age_limit
I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working?,declined_cash_withdrawal
How is my PIN sent?,get_physical_card
I don't see a code anywhere on my top-up card? Where can I find it? I need to verify!,verify_top_up
Can I still use my account without verifying my identity?,why_verify_identity
My cash withdrawl has the wrong rate of exchange.,wrong_exchange_rate_for_cash_withdrawal
For some reason I am unable to preform a transfer to a beneficiary.,beneficiary_not_allowed
How old do you have to be to open an account?,age_limit
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,card_payment_not_recognised
How can I get a physical card,order_physical_card
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,cash_withdrawal_charge
"I initiated a Bank transfer form Europe, how long will this take?",transfer_timing
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking
is there a way to do top up with cash deposit,top_up_by_cash_or_cheque
Why can't I withdraw cash?,declined_cash_withdrawal
"I need to top up cash, How do I do it?",top_up_by_cash_or_cheque
What can I do about some payments on my card I didn't make.  Please put a freeze on my card till we can figure this out.,card_payment_not_recognised
As my kids get older are they able to get set up with their own accounts?,age_limit
"I would like an account for my children, how do I go about doing this?",age_limit
"how to delete account, not happy",terminate_account
I am looking for my top-up verification code and cannot find it.,verify_top_up
What's up with the extra fee I got?,cash_withdrawal_charge
Cash withdrawal was incorrect at ATM.,wrong_amount_of_cash_received
Is there an age limit to when my child can use these services?,age_limit
I need help from someone in your department with finding my nearest ATM.,atm_support
What kind of fees will I pay when I transfer?,transfer_fee_charged
Why doesn't my balance reflect my transfer,balance_not_updated_after_bank_transfer
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,card_payment_wrong_exchange_rate
I have duplicated transactions on my statement,transaction_charged_twice
My transfer is pending too long.,balance_not_updated_after_bank_transfer
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,lost_or_stolen_card
"I locked myself out of my account, how do I unblock my PIN?",pin_blocked
I want to cancel a transaction from this morning.,cancel_transfer
Which documents do I need for this identity check?,verify_my_identity
Explain the activation method for this card,activate_my_card
"I need to use my disposable card multiple times a day, is there a cutoff limit?",disposable_card_limits
Is there an alternative to a physical card?,getting_virtual_card
Why was a fee added to my bill when I used my card?,card_payment_fee_charged
How do I go forth on transferring a sum of money from one account to another?,transfer_into_account
What if I type in the wrong PIN too many times?,pin_blocked
"If there isn't much money left over, will it top-up automatically?",automatic_top_up
Are virtual cards available to get?,getting_virtual_card
There is a payment I don't recognize,card_payment_not_recognised
is there a way to do top up with apple pay,apple_pay_or_google_pay
Who is giving me my money?,verify_source_of_funds
Please check and let me know why my transfers are getting declined.,declined_transfer
I would like to dispute a direct debit transaction,direct_debit_payment_not_recognised
Can I use any card and currency?,supported_cards_and_currencies
I would like to create a disposable virtual card. How do I go about doing that?,get_disposable_virtual_card
I need to find out why my pending payment hasn't gone through.,pending_card_payment
I want to use auto top-up. Is there a limit?,automatic_top_up
What documents do I need to validate my identity?,verify_my_identity
What cash stations take this card?,atm_support
Why am I not able to verify my id?,unable_to_verify_identity
Why is my card payment still listed as pending?,pending_card_payment
Will you charge me for exchanging foreign currencies?,exchange_charge
My card is missing!  Help!,lost_or_stolen_card
Can I specify a day for my card to be delivered?,card_delivery_estimate
My withdrawal from the ATM was cancelled.,declined_cash_withdrawal
My card failed to work when I was shopping in a store,declined_card_payment
I just got my card.  It's not linked yet--how do I do that?,card_linking
Can I schedule future top ups?,automatic_top_up
I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?,Refund_not_showing_up
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
How come there is an extra fee on my statement?,extra_charge_on_statement
My card is about to expire.  How do I order another?,card_about_to_expire
Tell me if there is a top-up limit.,top_up_limits
Why did my transfer get declined?,declined_transfer
What is the source of my money?,verify_source_of_funds
I cannot use my disposable virtual card.,virtual_card_not_working
I would like to change currency,exchange_via_app
Who do I contact if there is a direct debit that I did not create.,direct_debit_payment_not_recognised
My card was not accepted in a shop,declined_card_payment
I got charged twice,transaction_charged_twice
Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceries earlier today.,cash_withdrawal_charge
How can I fix a problem where my virtual card is rejected?,virtual_card_not_working
"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",cash_withdrawal_charge
HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?,reverted_card_payment?
Do you have a limit to top ups?,top_up_limits
"My phone was taken yesterday, is there something that I need to do?",lost_or_stolen_phone
What are the charges for US cards with top up.,top_up_by_card_charge
Tell me why there is a fee for a card payment.,card_payment_fee_charged
So I just put my top-up into the card and it hasn't changed.,pending_top_up
What commission do you take for currency exchage?,exchange_charge
What do I need to do to transfer my paycheck to my account?,receiving_money
I'm not sure how to complete the identity checks process.,verify_my_identity
"I don't want this account anymore, how do I delete it?",terminate_account
I made a cash deposit and the balance wasn't updated.,balance_not_updated_after_cheque_or_cash_deposit
I go the wrong exchange rate applied to my purchase in a foreign country.,card_payment_wrong_exchange_rate
There is no way for me to prove my identity.,unable_to_verify_identity
Will it be possible to change from USD to GBP with this App?,exchange_via_app
Can I transfer my salary if its in GBP?,receiving_money
What steps do I need to take to close my account?,terminate_account
I need to cancel my card that got stolen a little while ago. Someone has already taken some money out and I don't want them to take anymore. Can you please do that?,cash_withdrawal_not_recognised
I can't log into my account because I lost my password,passcode_forgotten
The funds I transferred are not in my account,balance_not_updated_after_bank_transfer
Can you tell me where you get your exchange rates?,exchange_rate
How do I find out where my funds came from?,verify_source_of_funds
Can I get both a Visa and a Mastercard from you?,visa_or_mastercard
A payment that I didn't make appears in my app.,card_payment_not_recognised
Is there a way to see where my money originally came from?,verify_source_of_funds
I still haven't received my card in the mail,card_arrival
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal
A duplicated payment was made for something.,transaction_charged_twice
How many disposable virtual cards can you have?,disposable_card_limits
I see a direct debit payment on my app that I did not do,direct_debit_payment_not_recognised
I am waiting for a pending money transfer to process.,pending_transfer
I've been waiting for a refund where is it?,Refund_not_showing_up
Why haven't I received a refund yet?,Refund_not_showing_up
I want one of the virtual cards!,getting_virtual_card
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,direct_debit_payment_not_recognised
If i want to change my pin number can I directly from an ATM?,change_pin
My ATM transaction was unsuccessful.,declined_cash_withdrawal
im not paying this transfer fee,transfer_fee_charged
Where do I order a card?,order_physical_card
How can I get my money back for a payment i didnt make,direct_debit_payment_not_recognised
I must make a transfer from China and it is urgent. How long before the transfer is complete?,transfer_timing
"i want to close an account but im not sure about setting up a new one in the future, what do you recommend",terminate_account
Can you tell my why my funds transfer did not work properly?,failed_transfer
what happens to the funds if a merchant refuses the payment,reverted_card_payment?
I got some cash but it wasn't the right amount.,wrong_amount_of_cash_received
I would prefer a Mastercard.,visa_or_mastercard
Will I have to wait much longer for my new card to arrive?,card_arrival
want a new card what are the fees,card_about_to_expire
Its been several days and my cash withdrawal is still pending. Why?,pending_cash_withdrawal
"I'm waiting on a top-up, its still pending",pending_top_up
how soon will I see the transfer in my account?,transfer_timing
I need to modify my details.,edit_personal_details
Why do we need to verify top-ups?,verify_top_up
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,declined_transfer
My new card needs activating.,activate_my_card
What is needed for the identity verification?,verify_my_identity
Why have my top ups been canceled?,top_up_reverted
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient
I'm happy with Mastercard and want to stick with just that credit card.,visa_or_mastercard
"I need an actual card that I can hold in my hand, how do I do that?",order_physical_card
I topped up but the app did not accept it.,top_up_failed
Need help with my card. It's not working.,card_not_working
Can I get a card outside the UK?,country_support
How do you exchange currencies,exchange_via_app
I have a pending payment from stuff I bought this morning.,pending_card_payment
Can you track my card for me?,card_arrival
My daughter need a card from this account. Is that possible?,getting_spare_card
"I need your help to check my account, please! My card keeps being declined at the ATM, and I've already tried two different ones!",declined_cash_withdrawal
I am interested in cancelling a purchase,request_refund
Can I transfer money to my card via bank-transfer?,transfer_into_account
Is there a fee for topping up a card?,top_up_by_card_charge
"I want to add money to my international card, so are there any fees charged to do this?",top_up_by_card_charge
Status of the card I ordered.,card_arrival
I need help verifying my identity.,unable_to_verify_identity
"The expiration of my card is near, how do I order a new card?",card_about_to_expire
Why was I charged an extra fee when using the card?,card_payment_fee_charged
Am I able to get a card in EU?,country_support
what is the top up limit,top_up_limits
How do I get Top Up to work in Apple Pay?,apple_pay_or_google_pay
Which countries do you operate in,country_support
oh my god I lost my card! what should I do?,lost_or_stolen_card
There's a recent charge on my card that I know I didn't make because I've never seen the name before. Can we investigate this?,card_payment_not_recognised
Are there directions to get a new passcode if I forgot mine?,passcode_forgotten
Can I exchange currencies with the app?,exchange_via_app
I was charged multiple times for one purchase,transaction_charged_twice
When will my top up go through?,pending_top_up
"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",cancel_transfer
Can friends transfer money to each other?,receiving_money
Could I get a MasterCard and Visa from you?,visa_or_mastercard
When my card expires what happens to my account?,card_about_to_expire
I am very dissatisfied with the services that you are providing.  I want to cancel my account.,terminate_account
What is the reason a transfer shows as pending?,pending_transfer
Why did I get charged a fee on my card?,card_payment_fee_charged
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,failed_transfer
My account says I have money but I withdrew it in cash.,pending_cash_withdrawal
"I have a US credit card, will you accept it?",supported_cards_and_currencies
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,beneficiary_not_allowed
Is it possible to cancel a transaction?,cancel_transfer
why does it take so long to verify my id,unable_to_verify_identity
Where would I order a virtual card?,getting_virtual_card
why hasn't my virtual card arrived?,getting_virtual_card
Did I do something incorrectly? Where is my top-up?,pending_top_up
Why do we need to verify a top-up card?,verify_top_up
Do I need to do something to get a new card once it expires?,card_about_to_expire
Why didn;t my payment work,declined_card_payment
Do i have to wait to get the pin or can i set up a pin,get_physical_card
Why doesn't it work when I use American Express to try to add money to my account?,supported_cards_and_currencies
Why would a transfer to a beneficiary not go through?,beneficiary_not_allowed
Will I get Visa or MasterCard?,visa_or_mastercard
Can I be given a new passcode?,passcode_forgotten
"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",Refund_not_showing_up
Can I withdraw money in my hometown currency while on holiday without any additional fees?,wrong_exchange_rate_for_cash_withdrawal
How much is it to buy another card? I was hoping to buy another one.,getting_spare_card
I bought some stuff this morning but the payment shows as pending,pending_card_payment
Can I change from one currency to another?,exchange_via_app
I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?,pending_card_payment
"If you send me more cards, are there any charges?",getting_spare_card
"My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help.",lost_or_stolen_phone
For what reason is my transfer still pending now?,pending_transfer
How do I go about getting a refund?,request_refund
what steps do you take to check identity,verify_my_identity
Help me locate the nearest ATM.,atm_support
How does a bank transfer for topping my account work?,transfer_into_account
I didn't receive the correct exchange rate when I got cash.,wrong_exchange_rate_for_cash_withdrawal
How can I top-up my card?,top_up_by_cash_or_cheque
How do I go about getting hold of a virtual card?,getting_virtual_card
I don't know why my payment didn't work.,declined_card_payment
What do I do to lock my phone after losing it so my account isn't accessed,lost_or_stolen_phone
My daughter would like a card from my account?  Can I do this?,getting_spare_card
I don't remember my password,passcode_forgotten
How do I change my PIN?,change_pin
I lost my phone!,lost_or_stolen_phone
How do I report my card stolen?,lost_or_stolen_card
What countries can I use your services?,country_support
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge
Is there a reason my top up hasn't gone through,pending_top_up
What are the additional charges for a SWIFT transfer?,top_up_by_bank_transfer_charge
You accepts my card?,card_acceptance
Please tell me how to get a physical card.,order_physical_card
Why would a merchant revert my payment?,reverted_card_payment?
Why do you need to know where my money is coming from?,verify_source_of_funds
My card payment won't work.,declined_card_payment
which kind of documentation do I need for identity check?,verify_my_identity
I was charged twice for the same purchase!,transaction_charged_twice
where to funds come from,verify_source_of_funds
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge
I would like to know where my source of funds came from.,verify_source_of_funds
It looks like a payment I've made hasn't made it through yet.,pending_card_payment
What is the charge for using a Top up card in the US?,top_up_by_card_charge
Am I allowed to give my daughter one of my cards to use?,getting_spare_card
whats the exchange charge,exchange_charge
Why was a transfer to an account not allowed?,beneficiary_not_allowed
Why was my account assessed a fee for an ATM transaction?,cash_withdrawal_charge
"my cash withdrawal is pending, why?",pending_cash_withdrawal
my google pay seems to be acting up.,apple_pay_or_google_pay
Why is there a verification to identity,why_verify_identity
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge
I was charged a hidden fee when I paid with card.,card_payment_fee_charged
How is the current exchange rate?,exchange_rate
Do you supply both Visa and Mastercard?,visa_or_mastercard
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,card_payment_wrong_exchange_rate
i want to track the card you sent,card_arrival
I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,beneficiary_not_allowed
tell me why I was charged more with my card?,card_payment_fee_charged
Can you tell me what countries you offer support for?,country_support
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",declined_transfer
I cannot see a refund in my account,Refund_not_showing_up
It looks like I was charged twice for a single transaction,transaction_charged_twice
How do I deal with a stolen card?,lost_or_stolen_card
Reasons for top up cancellation.,top_up_reverted
There is a direct debit payment that I did not make.,direct_debit_payment_not_recognised
Please send me a disposable virtual card.,get_disposable_virtual_card
How do I reactivate my card?,card_linking
Could you tell me the fiat currencies that you work with?,fiat_currency_support
I need to track the card sent to me.,card_arrival
How can I tell if someone else is using my card?,compromised_card
Do I need to re-apply to order a new card when my old one's about to expire?,card_about_to_expire
What is the process for activating my card and using it?,activate_my_card
Whats types of currency can I exchange?,exchange_via_app
I made a transfer 12 hours ago. Why is it still listed as pending?,pending_transfer
I lost my card. Can you help me?,lost_or_stolen_card
"I'm waiting for a money transfer to show, still.",pending_transfer
Why has my payment not gone through?,pending_card_payment
My card got stuck in an ATM.,card_swallowed
Can I choose my card scheme?,visa_or_mastercard
"My new card is here, what's the process for activating it?",activate_my_card
My payment was stopped,reverted_card_payment?
Are there any charges for top ups?,top_up_by_card_charge
I got charged a fee that shouldn't be there from my cash,cash_withdrawal_charge
"Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card?",declined_transfer
It looks like my card payment was sent back.,reverted_card_payment?
How many different currencies can I hold money in?,fiat_currency_support
Where do I go to change my PIN?,change_pin
How long do transfer pend for?,pending_transfer
I noticed my exchange rate was incorrect when I got cash.,wrong_exchange_rate_for_cash_withdrawal
I know I have enough funds in my account but my card payment hasn't worked for some reason. What do I do?,declined_card_payment
Can you tell me why my card payment was cancelled?,reverted_card_payment?
"Can I add other people to my account, so they can top up?",topping_up_by_card
How many tries do I have to enter my pin before I'm blocked?,pin_blocked
I have been waiting over a week. Is the card still coming?,card_arrival
My transfer is still pending and I know the account numbers are correct.  Please help.,pending_transfer
The ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received
How do you top-up using cash?,top_up_by_cash_or_cheque
Could you assist me in finding my lost card?,lost_or_stolen_card
What exchange rate is it?,exchange_rate
The rate of exchange for my cash withdrawal is wrong.,wrong_exchange_rate_for_cash_withdrawal
I need to change my address,edit_personal_details
The app failed to verify my id.,unable_to_verify_identity
I'm still waiting for a money transfer to show.,pending_transfer
"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",declined_cash_withdrawal
Where do I verify my identity?,verify_my_identity
Will there be additional costs of I make a withdrawal from a local ATM of British pounds? I need some cash to feel comfortable on the journey home,wrong_exchange_rate_for_cash_withdrawal
My transfer failed,failed_transfer
When will I receive the card?,card_delivery_estimate
I did not get enough cash,wrong_amount_of_cash_received
I want to reverse a purchase. Can I cancel it?,request_refund
"If I lost my phone, can someone use my account?",lost_or_stolen_phone
How long will the transfer take?,pending_transfer
Why was the exchange rate different when I withdrew my cash?,wrong_exchange_rate_for_cash_withdrawal
how do I ask for a physical card?,order_physical_card
What is the limit on disposable cards?,disposable_card_limits
Can you tell me how to order a virtual card?,getting_virtual_card
Can I get a full list of instructions for identity checks?,verify_my_identity
Why was I declined getting cash?,declined_cash_withdrawal
Is my cash withdrawal pending?,pending_cash_withdrawal
What ATMs can I use this card at?,atm_support
Do I have to do an identity check?,why_verify_identity
I've completely forgot the code to get into the app.,passcode_forgotten
On my last transaction it seem that my top-up was not successful.,top_up_reverted
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal
How do I get a refund for an unauthorized direct debit payment?,direct_debit_payment_not_recognised
I left my phone somewhere and can't use the app.,lost_or_stolen_phone
Purchases I did not make are appearing in my bank statement?,direct_debit_payment_not_recognised
You applied the wrong exchange rate while I was traveling outside the country.,wrong_exchange_rate_for_cash_withdrawal
What cards and currencies can I use to top up my account?,supported_cards_and_currencies
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged
When I was transferring money I was charged extra why?,transfer_fee_charged
My card is due to expire soon.,card_about_to_expire
What are ways to test why my card might not be working?,card_not_working
I am still waiting for a transaction to be completed,transfer_not_received_by_recipient
How long until my card will get here?,card_delivery_estimate
How long will this take to get to me?,card_delivery_estimate
What are the steps I should take to recover my swallowed card?,card_swallowed
"There must be an issue, why has my card been cancelled?",reverted_card_payment?
I'd like to transfer funds using my credit card.,topping_up_by_card
Why was my payment cancelled?,reverted_card_payment?
"I didn't get as much cash as I asked for from the ATM, why?",wrong_amount_of_cash_received
"I travel a lot, can I get a bulk currency exchange discount?",exchange_charge
My top up did not complete.,pending_top_up
"I attempted a transfer, but it failed.",failed_transfer
Can I have more disposable cards?,disposable_card_limits
How long does transfers take?,balance_not_updated_after_bank_transfer
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,card_payment_not_recognised
Top up on my Google Pay isn't working.,apple_pay_or_google_pay
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",card_payment_not_recognised
Why does my transfer keep failing? I've tried 5 times and they all failed.,failed_transfer
Will I be charged if someone needs to send me money?,top_up_by_bank_transfer_charge
I tried withdrawing but my cash is not showing up?,wrong_amount_of_cash_received
